outcome,Otu00001,Otu00002,Otu00003,Otu00004,Otu00005,Otu00007,Otu00008,Otu00009,Otu00010,Otu00011,Otu00012,Otu00014,Otu00015,Otu00016,Otu00017,Otu00019,Otu00021,Otu00025,Otu00028,Otu00034,Otu00035,Otu00036,Otu00040,Otu00042,Otu00050,Otu00051,Otu00075,Otu00091,Otu00117
case,0.3098,0.01,0.004,0.068,0.0306,8e-4,0.033,0,0.0668,0.0056,0,0,0.0126,0,0,0,0.0072,0.001,0.0166,0.0092,0,6e-4,0.0302,0.0026,6e-4,0.0012,0,0.0048,0
case,0.0532,0.0044,0.0134,0.079,0.0078,0,2e-4,0,0.0298,0.0694,2e-4,0,0.026,0.0082,0,0.0034,0.0088,0,6e-4,0.0226,0.001,0.0254,4e-4,6e-4,0,0,8e-4,0.0014,4e-4
case,0.2314,0.1504,0.0182,0.1156,0.0494,0.03,0.0162,0,0.0038,0.071,0.0044,0.0038,0.0016,0.0108,0.014,4e-4,0.0146,0.006,0.002,8e-4,0.0026,0.0042,0.0016,0.0036,4e-4,2e-4,2e-4,4e-4,0
case,0.0318,0.0824,0.0676,0.0118,0.0392,0,0.004,0,0.0018,0,0,0,0.0248,0.0932,0,0,0.002,2e-4,0,4e-4,8e-4,0,0,4e-4,4e-4,4e-4,0,2e-4,0
nondiarrheal_control,0.369,0,0,0.155,0.014,0,0.0446,4e-4,0.0774,0,0,0,0.001,0.0382,0,0,0,0,0,0,0,0,0.0022,0.0044,0.003,0.0026,0,0.0018,0
nondiarrheal_control,0.234,0.065,8e-4,0.0908,0.0036,0,0.011,6e-4,0.0984,0.005,0.0202,0.0698,6e-4,0.0212,0,0,0.0012,0.0104,8e-4,0,0.0092,0.002,0.0036,0.028,0.0046,0.0012,2e-4,0.001,2e-4
case,0.0528,0.0954,0.0208,0.1092,6e-4,0.2058,0.005,4e-4,0.0106,0.0456,2e-4,0,0.0106,0.006,0,0,0,0,0.0274,8e-4,2e-4,2e-4,0.0162,4e-4,0.001,6e-4,0,0.0014,0
case,0.0028,2e-4,2e-4,0.0014,0.0856,2e-4,0.083,0,2e-4,0.0494,2e-4,0.21,8e-4,2e-4,0,0,0.0174,0.016,0.0018,0.005,0.0106,0.0026,0,0,0.0166,0.0012,0.0276,0.001,0.006
case,0.1716,0,0.198,0.029,0,0.1112,0.0806,0.005,0.032,0,0.1128,2e-4,0.0464,0.076,0.0084,0.032,0,0,0.003,0.0056,4e-4,0.0028,0,0.022,0,0,0,0,0
nondiarrheal_control,0.1526,0.0446,0.002,0.0264,0.0122,0.0204,0.0486,0,0,0.0256,0.0202,0,0,0.035,0.0144,0.0012,0,0.0114,0,0,0.0022,4e-4,0.0208,8e-4,0.0046,0,0.0028,0,2e-4
nondiarrheal_control,0.1904,0,0,6e-4,0,2e-4,0.0214,0,2e-4,0.0118,0,0.2982,0.005,0,0,0,0.0014,0.002,0,0.004,0.0092,0.002,0,0.0018,0.0018,0,8e-4,2e-4,0
nondiarrheal_control,0.1054,0,0,0.0822,0,0.023,0.1252,0,0.0998,0.0796,0.0154,0,8e-4,0.0012,0,0,0,0.0504,0,8e-4,0.001,0.003,0,0.002,0.0014,0,8e-4,2e-4,6e-4
nondiarrheal_control,2e-4,0.017,0,2e-4,8e-4,0,0.2024,0,0,0.1302,0,0,6e-4,0,0,0,0.002,0.0698,4e-4,0.001,0.0076,0,0,0,0,0,0.002,0,0.0066
nondiarrheal_control,0.2356,0.0038,0,2e-4,4e-4,0.1684,2e-4,0,2e-4,2e-4,0.0862,0.0852,0.0014,0.029,0,0,0.002,0.0046,0.0026,0.0024,0.0078,0.0084,0.0506,0.0046,0.0044,0,0.0012,0,0.0018
case,0.0884,0.0018,0.0164,0.0042,0.0012,0.0538,0.01,0,0.1418,0.0558,0.003,4e-4,6e-4,0.0076,0.0118,0.0012,0,0.0156,0.002,0.0026,0.001,0.008,0.0118,6e-4,0,0,0.0014,6e-4,0
case,0.2854,0.0924,0.0074,4e-4,0.313,4e-4,0.0014,0.0024,0,8e-4,0.0806,8e-4,0,0.05,0,0,0,6e-4,0,0,0,2e-4,0,0.004,0,0,0,2e-4,0.0028
case,6e-4,0.593,4e-4,2e-4,0.0016,0,0,2e-4,0,0.0508,2e-4,2e-4,0.004,0,0,0,0.0664,0.0014,0.0014,8e-4,0.009,0,0,0,0,8e-4,0,0.0016,0
case,0.0018,0,0.0746,0,0.0226,0,0,0,0,0.117,0,0.0012,0.0034,0,0,0,4e-4,4e-4,0,0,0.0162,0,0,0,0,0,0.0018,0,0
nondiarrheal_control,2e-4,2e-4,0,0.048,2e-4,0.0556,0,6e-4,0.0938,0.0364,0.1296,0.192,0.0134,0,0.0108,0,0.038,0,0.0098,0.0044,0,4e-4,0,0,0.0108,0.0016,0,6e-4,6e-4
case,2e-4,2e-4,0,0,0.1838,0.3276,0,2e-4,0,0,0,0,0.0112,0,0,0,0.0072,0,0,0.0052,0,0,0,0,0.0088,0.011,0,0.0026,0
case,0.0082,0.0278,0.0208,0.0226,0.001,0.0458,0.0192,0.0036,0.0044,0.0036,0.0024,2e-4,0.2232,0.0194,2e-4,0.0066,2e-4,0.0014,0.0022,0.1248,2e-4,0.003,0,4e-4,2e-4,0.003,4e-4,0.0208,2e-4
nondiarrheal_control,0.2304,0.0548,8e-4,0.0468,0,0.0542,0.0756,0.002,0.0624,2e-4,2e-4,0,8e-4,0.016,0.0694,0.0012,6e-4,0,0.0014,6e-4,0.0018,0.002,2e-4,0.0062,0.0106,0.002,0,0,0.0156
nondiarrheal_control,0.035,0.011,0.0066,0.0438,0,0.0332,0.0318,0,0.0362,8e-4,0.0096,0.0106,8e-4,0.016,0.0778,0.1564,6e-4,6e-4,0.0556,0.019,2e-4,0.0074,0,2e-4,0.013,0.001,0,0,0.0024
nondiarrheal_control,0.1888,0.0122,0,0.0414,0,2e-4,0.0848,0,0.0868,0.0244,0.0116,0.1148,0.0018,0.009,0,0.121,0.0026,0.002,4e-4,8e-4,0.0074,0.0024,0,0.0014,0.0108,0,0.0014,2e-4,0.0076
case,0.0012,0.025,0,0,0.0016,0,0,0.002,0,0,0,0,0.0018,0,0,0,0,0,0,4e-4,0.0062,0,0,0,0.0034,0.0016,0.0374,2e-4,0.0388
case,0.097,0.0626,0,0.039,0,0,0.0692,8e-4,0.1448,0.0096,0.116,0.0036,0.0064,0.0596,0,0.0132,0.0038,2e-4,0.0026,0.0016,6e-4,0.0036,0,0.001,0.0058,0,0.001,2e-4,4e-4
case,0,0.2184,0.0468,0,0.1754,0,0,0.0018,0,0,0,0,0.0248,0,0,0,0.0374,2e-4,0,0.0038,2e-4,0,0,0,0,0.0128,0,0.001,0
nondiarrheal_control,0.1638,0.001,4e-4,0.0378,0,0.0146,0.0224,0,0.0662,0.0056,0.0564,0.0622,4e-4,0.009,0,0.0016,0.001,0.0042,0,0,0.0048,0,0.0028,0.0044,0.0024,0,6e-4,0,0
case,0,0.052,4e-4,0,0.0248,0,0,4e-4,8e-4,0,0,0,0.016,0,0,0,0.052,0.1764,0.011,0.0198,0,0.0406,0,0,0,0.0066,0,0,0
case,2e-4,2e-4,0.081,0,0.1442,4e-4,0,0.003,0,0,2e-4,2e-4,0.02,0,0,0,0.0402,0.1026,0,2e-4,0,2e-4,0,0,0.0022,0,0.074,0,0
case,0,0,0.7744,0,0.0418,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0
case,2e-4,0.025,0,0,0,0,2e-4,0.003,0,0.188,0,0,0.0172,0,0,0,0.009,0.1098,0.004,0.0446,0.0128,0,0,0,0,0.009,0,0.0046,0
case,2e-4,0.3376,0.0696,0,0,0,0,0.021,2e-4,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-4,0
nondiarrheal_control,0,6e-4,0.2234,2e-4,0.0864,0,0,0.0108,0,0,0,0,0,0,0,0,0,2e-4,0,0,0,0,0,0,0,0.0128,0,0.0038,0
case,0.0032,0.7872,0.0012,0.0016,0.0058,0.0012,0,0,8e-4,0,2e-4,0.0012,0.0036,4e-4,0,0,0.005,0.0052,0.0024,0.005,2e-4,2e-4,0,0,0,0.0032,0,2e-4,0
case,0.4414,0.1818,0.0232,0.0812,0,0.072,6e-4,4e-4,0,0,0.0194,0,0.0092,0.0592,0.0132,2e-4,2e-4,0,0,0,2e-4,0,0,0.0076,0,4e-4,0,0,0
case,0.2142,0.1672,0,0.1224,0.052,0,0,0.0018,0.1422,0.0216,0,0,0.0064,0,0.171,0,0.0288,0,8e-4,0.008,0,0,0,0.0042,0,0.0038,0,0,0
nondiarrheal_control,0.0256,4e-4,0.168,0.0076,4e-4,0.014,0.0268,4e-4,0,2e-4,0.027,0,0.012,0.0152,0.0496,0.0188,0,0,0.0034,0.007,4e-4,0.0012,0.009,2e-4,4e-4,2e-4,0,0.0024,0.01
case,0,0.1224,0,0.143,0.1136,0.136,0,8e-4,4e-4,0,0,0,0.0104,0.0302,0.0598,0,0.0064,0,0,0,8e-4,0.0384,0,0,0,0,0.0036,0,0
case,0.2406,0.137,0,0.0184,0,0.2916,6e-4,0,0.1624,0,0,8e-4,0.0062,0.0714,0.0576,0.0034,0,0,0,0,0,0,2e-4,0.0018,0,2e-4,0,0,0
case,0.0014,0.3956,0,0.0042,0,0.0034,0.01,0,0,0,0.007,0,0.0342,0,0.0064,0,0.0042,2e-4,0,2e-4,0,0.0046,0,0,8e-4,0.003,2e-4,2e-4,0
case,0.005,0.0062,0.0176,0.002,0.0174,0.0064,0,0.6874,0.004,0,0,4e-4,6e-4,6e-4,6e-4,0,0,0,0,0,0,0,6e-4,0,0,6e-4,0,4e-4,0.001
case,2e-4,0.1374,0.0012,0,0.0048,4e-4,0,0,4e-4,0,2e-4,0,0.0034,0,0,0,0.0188,0,0.004,0.0032,0.012,0,0,0,0,8e-4,0,6e-4,0
case,0.2454,0.0552,0.001,0.1276,0.1398,0.0398,0.0844,0,2e-4,2e-4,0,0,0.003,0.0114,0.1116,0.0012,0.0118,0,0.0046,0.0022,0,0,0,0.0016,0,8e-4,0,2e-4,0
case,0.4924,0.001,2e-4,0.003,0,0.0232,0.0308,0.03,0,0.0046,0.2194,0,0.0206,0.0188,0.0504,0.0074,0,0,0.0014,0,0,2e-4,0,0.0068,0,2e-4,0,2e-4,0
case,0.0174,0.742,0.0086,0.0106,4e-4,0.045,0.0012,0,6e-4,0.0028,0,0.0026,2e-4,0.0018,0.0098,0.004,0,0,0.0016,0,2e-4,0.0042,0,6e-4,4e-4,0,0,0,2e-4
case,0,0.0054,0.4646,0,0.268,0,0,0.0124,0,0,0,0,0,0,0,0,0,0,2e-4,0,0,0,0,0,0,0,2e-4,0,0
case,0.0592,4e-4,0,0.0322,2e-4,0.0034,0.0716,0,0,0,0.0342,0.0032,0.002,0,0.188,0,0.0024,0,2e-4,2e-4,2e-4,0,0,0.0012,2e-4,0.0024,2e-4,0,0
case,6e-4,0.0102,0.0012,4e-4,0.012,2e-4,0,0,2e-4,0,0,0,0.048,0,0,0,0.0166,4e-4,0.0214,0.054,0,0,0,0,0,8e-4,0,0.0062,0
case,2e-4,0.0226,0.4034,0,0.0142,2e-4,0,0.006,0,0,0,0,2e-4,0,0,0,0,2e-4,0,0,0,0,0,0,0,0,0,0.0058,6e-4
case,0.2324,0.234,0.0648,0.0156,0.011,0.063,2e-4,0,0,0,0,0,0.0274,0.0106,0,0,0,0,0,6e-4,0,0,8e-4,0.002,0,0,0,0.001,0
nondiarrheal_control,0.2086,4e-4,2e-4,0.0738,2e-4,0.042,0.0492,0,2e-4,0.0468,0.0058,0,0.0014,0.0044,0.057,0.019,0.0062,0.0194,8e-4,0,0.0078,0.0062,0,0.0012,0.0118,2e-4,2e-4,2e-4,0.0018
nondiarrheal_control,4e-4,4e-4,2e-4,2e-4,0.004,0,2e-4,0.0152,0,0,0,0,0.1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.3414,0.004,4e-4,0.1588,0.0056,0.05,0,0,0.1354,8e-4,0,0,0.0094,0,0,0.012,4e-4,0,2e-4,8e-4,0.0014,6e-4,0.0016,0.0022,0.0012,0,4e-4,0,2e-4
nondiarrheal_control,0,0.1644,0.0104,0.1614,0.0222,0,8e-4,0,0,0,0,0,6e-4,0,0,0,0,0,0,0.002,6e-4,0,0,0,0,0,0,0,0
nondiarrheal_control,0.1312,0.0074,0,0.0976,2e-4,0.013,0.0206,0,0.08,0.0692,0.021,0.01,6e-4,0.0092,0.0556,0.0044,0,0.0058,8e-4,2e-4,0.009,0.0014,0.0106,0.0012,0.0136,8e-4,0.0026,0,0.0056
nondiarrheal_control,0.1064,0.0208,0.0022,0.0052,0.0088,0.0184,0.0092,0,0,0.048,0.0076,0.004,0,0.0164,0.0186,0.0012,0,0.0076,0,0,0.0024,6e-4,0.0206,0.001,0.0026,0,0.0024,0,0.0014
case,0.611,0,6e-4,0.369,2e-4,0,2e-4,8e-4,0,2e-4,0,0,4e-4,0,0,0,2e-4,0,0,2e-4,2e-4,0,0,0.0112,0,2e-4,0,0,0
case,6e-4,0.0032,0.4886,4e-4,2e-4,0,0,0.046,0,0,0,0,4e-4,0,0,2e-4,0,0,0,0,2e-4,0,0,0,0,0,0,0,0
case,0.1454,8e-4,0,8e-4,0.0012,4e-4,2e-4,0,0,0,2e-4,0,0.0162,2e-4,0,0,0.002,2e-4,0.009,0.0138,0.0316,0,2e-4,0.0036,0,0.0022,0,0.0018,0
nondiarrheal_control,0.3262,0.3064,0.0062,0,0.1038,0,0,0.006,0,0,0,0,0,0,0,0,0.0086,0.0322,0.0094,0,0,0,0,0.0018,0,0.0014,0,0,0
case,0.2432,0.0066,0.017,0.1136,0.0322,2e-4,2e-4,0,2e-4,0,0,0,0.009,0,0,0,0.0048,0.008,0.0016,0.0016,0,0,0,0.0046,0,0.0032,0,0,0
case,0,0.0234,6e-4,0,0.0266,2e-4,0,0,0,0,0,0,0.0068,0,0,0,0.0708,0,0.0038,0.001,0.1058,0,0,0,0,0.003,0.0064,0.001,0
nondiarrheal_control,0,0.0168,2e-4,0.2484,0.0062,0,0.1226,0,0,0.0538,0,2e-4,0,0,0,2e-4,0,0.0306,4e-4,0,0.0018,0,0,0,0.0026,0,2e-4,0,0
case,0,0.0224,6e-4,0,0.0366,0,0,6e-4,0,0,2e-4,0,0.0146,0,0,0,0.0138,0,0.0376,0.0074,0,0,0,0,8e-4,0.008,0,0,0
nondiarrheal_control,0.2528,0.0018,0,0.1742,0.0242,0.052,0,0,0,0.0384,0.0564,0,0,0,0.0438,0,0.0084,0,0,0,0.0052,0,0.0012,0.0058,0.0056,0,0,0,0
case,0.1628,0.0498,2e-4,0.0662,0,0.061,0.0038,0,0.0374,0.0506,0.0808,0.1048,0.0036,0.0344,0,0.0024,0.022,6e-4,0.01,0.009,2e-4,0.029,0.0116,0.0028,0,0,6e-4,0.0012,0
case,0.076,0,0.6288,0,0,2e-4,0,0.0028,2e-4,2e-4,0,2e-4,0.019,0.0192,0,0,4e-4,0,0.0082,8e-4,0,0.0134,2e-4,6e-4,4e-4,2e-4,0,4e-4,0
case,0.0016,0.0012,0.013,4e-4,2e-4,0,0,0.0044,2e-4,0,0,2e-4,0.0384,0,2e-4,0,4e-4,0,0,0,0,0,0,0,0,0.0026,0,2e-4,0
case,0.2682,0.0028,0.0044,0.1066,0.0014,0,6e-4,2e-4,0,0.0072,0,0,0.0018,0,0,2e-4,0.0808,8e-4,4e-4,0.0012,6e-4,0,0.0084,0.0022,0,0,0,2e-4,0
case,6e-4,0.0086,0.0022,0.018,0.1876,2e-4,4e-4,0.448,8e-4,8e-4,2e-4,0,0,0,0,2e-4,0,8e-4,0,0,0,0,2e-4,0,0,6e-4,0,0,0
case,0.2204,0.005,2e-4,0.2274,0.009,0.2972,2e-4,0.0152,0,0,0.0256,4e-4,0,0.0934,0,2e-4,2e-4,2e-4,0,6e-4,0,0,0,0.003,0,0,0,0,0
case,2e-4,0,0.0508,0,0.4876,0,0,0.0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
case,0.0302,0.1204,0,0.0044,6e-4,0.007,0.007,0,0.0976,0,0.0012,0.001,0.002,0,0,0,0,0,0.01,0.0042,0,0,0.006,2e-4,0.0068,0,0,4e-4,4e-4
case,6e-4,0.0038,4e-4,0.001,0.0022,4e-4,2e-4,0.9582,4e-4,0.0036,6e-4,0,0,0,6e-4,4e-4,6e-4,0,0,0,8e-4,0,0,0,0,0,0,2e-4,0
case,0.0622,0.055,0,0.0146,0.003,2e-4,0.0092,0,0,0.4458,0,2e-4,8e-4,0,0,0,0.0142,0.0012,0,8e-4,0.1352,0,0,0.001,0,0,6e-4,0,0
case,0.1308,4e-4,0.0464,0.0304,2e-4,0.042,0.0274,2e-4,0,0,0.0094,0.0136,0.017,0.0598,2e-4,0,0.0112,0,0,8e-4,0,0.088,0.016,0.0028,0.0026,0.0062,0,4e-4,8e-4
nondiarrheal_control,0.0092,0.0016,0.2564,0.0044,0.42,0.0028,0.001,0.0066,0.0052,0.0026,2e-4,0,0,2e-4,0,2e-4,0,0,0.0172,0,6e-4,6e-4,4e-4,2e-4,0,0.0802,2e-4,0,0
nondiarrheal_control,0.158,0.2858,0.0114,0.0202,0.0022,0.0102,0.0118,2e-4,0.0486,0.0284,0.0068,0,0.0018,8e-4,0.0248,0.0084,2e-4,0.0052,0,0,6e-4,0.001,0.0024,0.1252,0,0,0.0024,0,0
nondiarrheal_control,0.006,0.0104,0.0034,4e-4,0.0014,0.0022,0.3964,0,0.0032,8e-4,8e-4,0.0012,0.0046,6e-4,0.0018,2e-4,4e-4,0.0024,0,0.1176,0.0412,4e-4,2e-4,4e-4,2e-4,0,0,0.0066,0
nondiarrheal_control,0.1472,0.0962,0.3402,0.0292,0.0092,0.004,0.0192,0,0,0.01,0.0036,0.012,8e-4,0.0012,0.003,6e-4,0.0108,0.003,0.003,6e-4,0.0032,0,0.005,0.001,0.0016,0,2e-4,2e-4,0.0012
nondiarrheal_control,0.001,0.0984,0.003,0.3014,0.028,0,0,0.0014,2e-4,0.0358,0.0228,0,2e-4,0,0,2e-4,0.0042,0.0808,0,0,0.0892,2e-4,0,0,0,0,0.0038,0,0
nondiarrheal_control,0.1452,6e-4,0,0.1558,2e-4,0.0328,0.0624,0,0,0.0534,0.0972,0,0.001,0.0048,0,0.0034,0.0032,0.0136,0,0,0.0028,0.0086,0.0064,0.002,0.0106,0.0042,2e-4,8e-4,0.0108
case,6e-4,0.8606,2e-4,2e-4,0.0042,0,0,0,2e-4,4e-4,4e-4,0,0.0102,0,0,0,0.0206,2e-4,0.001,0.001,6e-4,0,0,0,0,2e-4,0,4e-4,0
case,0.2994,0.0202,0,0.042,0.0128,0,0.0158,0,2e-4,0.0972,0.0248,0,0.001,0.0196,0.038,0.0528,6e-4,0.0104,0.0018,0.001,6e-4,0,0.001,0.0044,0.0022,0,0.0074,2e-4,8e-4
nondiarrheal_control,0.255,0.0058,0,0,2e-4,0.1492,0,6e-4,0,0,0.0766,0.0792,0.0024,0.0098,0,0,0.0018,4e-4,0.044,0.0088,0.0084,0.0258,0.036,0.0056,0.0168,0,0.0014,2e-4,0.0012
nondiarrheal_control,0.2732,0,0,0.0934,0.001,0,0.1536,0,0.1798,0,0.0134,0,0.0018,4e-4,0,0.025,0.0016,0.0314,6e-4,0,0.0134,0.0032,0,0.003,0.0088,0,0.0092,0,0.003
case,8e-4,0.082,0,0.0022,0.3868,0,0,0.0364,0,0,0,0,0.0338,2e-4,0,0,0,0,0,0,0,0,0,0,0,0.1578,0,0,0
case,0.2882,0,0,0.1858,6e-4,0.0414,0.0224,0,0.2106,2e-4,0.029,0,0.015,0.0398,0,0.0266,2e-4,0.001,0,0,0.002,0,0,0.0022,0,8e-4,4e-4,4e-4,0
nondiarrheal_control,0.2036,0.0522,0,0.0776,0.0484,0.0454,0.054,4e-4,0.1402,0,0.0212,0,0.011,0.0104,0,4e-4,8e-4,0,0.0132,2e-4,2e-4,0.0054,2e-4,0.0014,0,0,0.0074,6e-4,0
case,0.0772,0.0436,0.0012,2e-4,0.0292,0,0,0.0018,0.1712,0,0,0.0106,0.0132,0,0,0,0.0098,0,0.0226,0.028,0,0.004,0,6e-4,0,0.0046,0,0.0184,0
case,0,8e-4,0,0.4984,0.022,0,0.0726,0.1442,2e-4,0,0,0,0,0.1546,0,0,0,2e-4,0,0,0,0,0,0,0,0,0,0.002,0
case,2e-4,0.0448,0.1488,0.2904,0.0014,0,0,2e-4,0,0,0,0.2534,0.0372,0,0,0,0.029,0,0.0054,0.0034,0,0.0094,0,0,0.0032,0.002,0,4e-4,2e-4
case,0,0.0378,0.2436,0,0.1298,2e-4,0,6e-4,0,0,0,0,0,0,0,0,0.0274,0,0,0,0,0,0,0,0,0,0,0,0
case,0.0258,0.0018,0,4e-4,2e-4,0.011,0.001,0,0.1168,0,0.0026,0,0.0092,0.001,0,0.0606,0.007,0.0088,0.0038,0.0256,0.0028,0,0.0088,4e-4,0.0022,4e-4,0.0064,0.0012,0.0082
case,0,0.1396,0.0536,0,0.005,0,0,4e-4,0.0846,0,0,0.0124,0.0026,0,0,0,0.0116,0,0.0214,0.0018,0,0,0,0,4e-4,0.0014,4e-4,2e-4,0.0014
case,0.1204,0.188,0.0372,0.0304,0,0.0502,0.0354,0,0.075,0.001,0.0032,0,0.0066,0.007,0.0392,0,0.0072,0.0022,6e-4,0.0078,2e-4,0.0058,0.0616,0.0024,0,0,0,2e-4,8e-4
case,0.2082,0.0026,0,0.022,0.0048,0.009,0.1566,0.0012,0,0.0636,0.0108,0.0078,8e-4,0.0062,0.0228,0.0046,2e-4,0.0128,4e-4,0.0012,0.0058,0.002,0.0014,0.0388,0.0152,2e-4,0.0018,0.0014,0.0078
case,0.004,0.0124,6e-4,2e-4,0.1378,6e-4,0.002,0,0,4e-4,2e-4,4e-4,0.0046,0,0,2e-4,0.0364,0,0,0.0082,0,0,0,0.0012,0,0.0086,0,8e-4,0
case,0.1356,2e-4,6e-4,0.0278,0,0.0144,0.0294,0.0294,0,0,0.0216,0.0866,0.0014,0.0152,0.0114,0.0076,4e-4,0,0,0,0,0.0066,0.0044,0.0028,0.0192,0.004,0,0,0.01
case,0.1336,0.2944,0,0.0228,2e-4,0.0124,0.0038,0,0.001,0.0074,0.0146,0.0732,0.006,0.0118,0.0788,2e-4,0,4e-4,0.001,0.0018,2e-4,0,0,0.0016,0.0034,8e-4,0.0024,2e-4,0.0088
nondiarrheal_control,2e-4,0.0026,0,0,0,0,0,0.9034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
case,0.1192,2e-4,0.0014,0.0046,0,0.0044,0.001,0.079,2e-4,0,0.5476,0,4e-4,0.0078,6e-4,0.0044,0,2e-4,0.0372,0,0,0.0076,2e-4,0.0024,0,2e-4,0,0,0
case,6e-4,2e-4,0,0,0,0,0.0876,0.0106,0,0.0104,0,0,0.0166,0,0,0.4932,0,2e-4,0.0052,0,0.003,0,0,0,0.0112,0,0,0.0016,0.009
case,4e-4,0.148,0.3034,0,0.1264,0,0,0.0018,0,0,0,0,0.0306,0,0,0,0.0012,0.0032,0.0092,0.0038,0,0.0012,0,0,0,4e-4,0,0.0036,0
nondiarrheal_control,0.0566,0.2446,0.0204,0.0028,0,0.0102,0.0082,2e-4,0.1138,0,0.003,0.0048,0.0058,0.0014,0.0048,0.02,0.001,0,0.005,0.007,2e-4,0.0036,0.001,0.0032,0.0066,0,0,0.0014,0.001
case,0,0.5106,0.3148,0,0.0026,0,0,6e-4,0,0,0,0,0.044,0,0,0,0.002,0,0,0,0,0,0,0,0,0.009,0,0.0022,0
case,4e-4,8e-4,0.373,2e-4,0,0,0,0.5766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
case,0.051,0.027,0,0.0376,4e-4,0.179,0.0012,0.026,0.243,0,0.0432,0,0.0132,0.0616,0.0014,0.0056,0,2e-4,0,0.0138,0,0.0048,0.008,0,0,0,0,0,0
case,0.3884,0,0,0.013,0.1012,0.008,0.0012,0,0,0.0636,0.001,0.0096,0.0032,0,0,0.0026,0.0136,0.0074,0.0036,0.0042,4e-4,0.0084,0,0.0044,0,0.0226,0.0098,0.001,0
nondiarrheal_control,0.1282,0.055,0.0026,0.0062,0,0.0244,0.1946,0,0,0.0504,0.033,0.0028,2e-4,0.0392,0.006,0.0134,0.0012,0.0058,0,0.0016,0.0022,0.041,0.0054,0.0018,0.0078,0,0.0056,2e-4,0.0018
nondiarrheal_control,0.2694,0,2e-4,0.1366,2e-4,0.0526,0.1322,0,0.0096,0.0232,2e-4,0,2e-4,0.0516,0,0.0054,8e-4,0.0054,0,0,0.0158,0.002,0.001,0.0016,0.0068,4e-4,0.001,0,0.0012
case,0,0.1084,0.1738,0,0,0,2e-4,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,2e-4,0.2308,0.0026,0,0.0076,0,0,0,0,2e-4,0,0,0.0318,0,0,0,0.0448,0.0014,0.0216,0,0.0746,0,0,0,0.1378,0.0112,0,8e-4,0
case,0.0014,0.0718,0.0218,0.0022,0.3534,0.0014,0,0,0,4e-4,0,0,0,2e-4,4e-4,4e-4,0,4e-4,0,0,0,0,0,0,0,0,0,0,0
case,0.2868,4e-4,0.0092,0.2554,8e-4,0,2e-4,0.0642,0,6e-4,0,0,0.0634,0.1568,0,0.0016,0.0056,0,0.0488,0.0078,0,0,0.025,0.0076,0,0.0014,0,0.0014,4e-4
case,0.0212,0.013,0.0312,0.0112,4e-4,2e-4,2e-4,0,2e-4,0,0,0,0.0112,0,0.029,0,0,0,0.0018,0.0078,0,0,0.0056,2e-4,0,0,0,0,0
nondiarrheal_control,0.001,0.003,0,0,0.0292,0,0,0.0648,0,0,0,6e-4,0.0162,0,0,0,4e-4,0,2e-4,2e-4,0,0,0,2e-4,0,0,0,0.325,0
nondiarrheal_control,0.107,0,0,0.042,8e-4,0.0826,0.1308,0.0198,0,0.1372,0.055,0,2e-4,0.0252,0,0.024,0.001,0,0.0012,2e-4,8e-4,0.004,0.0064,0.0014,0.0048,2e-4,0,2e-4,0.0086
case,0.0468,4e-4,8e-4,0.1382,6e-4,0.0874,0.0466,0.0082,0.069,0.0514,0.0068,0,0.0034,0.0372,0,0.016,0,6e-4,0.015,0.0012,2e-4,4e-4,0.0092,2e-4,0.0016,0,2e-4,0,6e-4
nondiarrheal_control,0.496,0.1002,4e-4,0.103,0.006,0,0.0426,2e-4,0,0,0.0204,0,0.0026,0.0488,0.0362,0.0218,0.0384,0,0,0.0016,0,0.0032,0.0088,0.01,0,0.0022,0,2e-4,0
nondiarrheal_control,0.1728,4e-4,2e-4,0.0178,0.006,0.0122,0.014,0.0076,0,0.001,0.0104,0.091,0.0022,0.0038,0,0,0.0016,0.0064,0.0032,0.0064,0.003,0,0,0.0012,0.0014,0,4e-4,0,0
case,0.004,0.0124,0.5468,2e-4,0.0526,0,6e-4,0.0184,0,0,0,0,0.0134,2e-4,4e-4,4e-4,0.0386,0.0252,0,0,0,0,0,2e-4,0,2e-4,0.0116,4e-4,0
case,0.0806,0.0018,2e-4,0.001,0,0.0116,0.0394,2e-4,0,0.0012,0.0568,0.001,0.0186,0.026,0.0928,0.0996,0,0.001,0.0492,4e-4,0,0.0038,0.018,8e-4,0.038,4e-4,0,0.0222,0.0044
case,0.0564,0.0038,2e-4,0.0052,2e-4,0.0016,0.002,0,2e-4,0.1154,0.016,0.0038,8e-4,0.0056,2e-4,0,0.001,2e-4,0,0,0.0012,0.0048,0.0012,0.002,0.0038,0.0044,0.0164,0,0
